#1
double tab1(18001,8)
#time	tagertSpeed	ShafterPostion	Eng.minTorque	Eng.maxTorque	air_degC	ENG_degC	PT_TH_degC
21	28.1	1	0	500	45	56	27
21.1	28.127219	1	0	500	45	56	27
21.2	28.148048	1	0	500	45	56	27
21.3	28.16428	1	0	500	45	56	27
21.4	28.177711	1	0	500	45	56	27
21.5	28.190136	1	0	500	45	56	27
21.6	28.203351	1	0	500	45	56	27
21.7	28.219149	1	0	500	45	56	27
21.8	28.239327	1	0	500	45	56	27
21.9	28.265679	1	0	500	45	56	27
22	28.3	1	0	500	45	56	27
22.1	28.343409	1	0	500	45	56	27
22.2	28.394319	1	0	500	45	56	27
22.3	28.450465	1	0	500	45	56	27
22.4	28.509586	1	0	500	45	56	27
22.5	28.569417	1	0	500	45	56	27
22.6	28.627694	1	0	500	45	56	27
22.7	28.682155	1	0	500	45	56	27
22.8	28.730535	1	0	500	45	56	27
22.9	28.770571	1	0	500	45	56	27
23	28.8	1	0	500	45	56	27
23.1	28.817645	1	0	500	45	56	27
23.2	28.826678	1	0	500	45	56	27
23.3	28.831359	1	0	500	45	56	27
23.4	28.835945	1	0	500	45	56	27
23.5	28.844697	1	0	500	45	56	27
23.6	28.861873	1	0	500	45	56	27
23.7	28.891732	1	0	500	45	56	27
23.8	28.938534	1	0	500	45	56	27
23.9	29.006537	1	0	500	45	56	27
24	29.1	1	0	500	45	56	27
24.1	29.221611	1	0	500	45	56	27
24.2	29.367768	1	0	500	45	56	27
24.3	29.533299	1	0	500	45	56	27
24.4	29.713032	1	0	500	45	56	27
24.5	29.901795	1	0	500	45	56	27
24.6	30.094413	1	0	500	45	56	27
24.7	30.285715	1	0	500	45	56	27
24.8	30.470529	1	0	500	45	56	27
24.9	30.643682	1	0	500	45	56	27
25	30.8	1	0	500	45	56	27
25.1	30.935913	1	0	500	45	56	27
25.2	31.05425	1	0	500	45	56	27
25.3	31.159444	1	0	500	45	56	27
25.4	31.255925	1	0	500	45	56	27
25.5	31.348125	1	0	500	45	56	27
25.6	31.440474	1	0	500	45	56	27
25.7	31.537406	1	0	500	45	56	27
25.8	31.643349	1	0	500	45	56	27
25.9	31.762737	1	0	500	45	56	27
26	31.9	1	0	500	45	56	27
26.1	32.058439	1	0	500	45	56	27
26.2	32.236832	1	0	500	45	56	27
26.3	32.432826	1	0	500	45	56	27
26.4	32.644068	1	0	500	45	56	27
26.5	32.868207	1	0	500	45	56	27
26.6	33.102889	1	0	500	45	56	27
26.7	33.345762	1	0	500	45	56	27
26.8	33.594473	1	0	500	45	56	27
26.9	33.84667	1	0	500	45	56	27
27	34.1	1	0	500	45	56	27
27.1	34.352532	1	0	500	45	56	27
27.2	34.604024	1	0	500	45	56	27
27.3	34.854654	1	0	500	45	56	27
27.4	35.104602	1	0	500	45	56	27
27.5	35.354047	1	0	500	45	56	27
27.6	35.603169	1	0	500	45	56	27
27.7	35.852145	1	0	500	45	56	27
27.8	36.101157	1	0	500	45	56	27
27.9	36.350382	1	0	500	45	56	27
28	36.6	1	0	500	45	56	27
28.1	36.850133	1	0	500	45	56	27
28.2	37.100674	1	0	500	45	56	27
28.3	37.351459	1	0	500	45	56	27
28.4	37.602324	1	0	500	45	56	27
28.5	37.853104	1	0	500	45	56	27
28.6	38.103637	1	0	500	45	56	27
28.7	38.353756	1	0	500	45	56	27
28.8	38.6033	1	0	500	45	56	27
28.9	38.852102	1	0	500	45	56	27
29	39.1	1	0	500	45	56	27
29.1	39.346636	1	0	500	45	56	27
29.2	39.59088	1	0	500	45	56	27
29.3	39.83141	1	0	500	45	56	27
29.4	40.066903	1	0	500	45	56	27
29.5	40.296035	1	0	500	45	56	27
29.6	40.517485	1	0	500	45	56	27
29.7	40.729929	1	0	500	45	56	27
29.8	40.932045	1	0	500	45	56	27
29.9	41.122509	1	0	500	45	56	27
30	41.3	1	0	500	45	56	27
30.1	41.463623	1	0	500	45	56	27
30.2	41.614205	1	0	500	45	56	27
30.3	41.753001	1	0	500	45	56	27
30.4	41.881266	1	0	500	45	56	27
30.5	42.000255	1	0	500	45	56	27
30.6	42.111224	1	0	500	45	56	27
30.7	42.215427	1	0	500	45	56	27
30.8	42.314121	1	0	500	45	56	27
30.9	42.40856	1	0	500	45	56	27
31	42.5	1	0	500	45	56	27
31.1	42.58947	1	0	500	45	56	27
31.2	42.677098	1	0	500	45	56	27
31.3	42.762785	1	0	500	45	56	27
31.4	42.846434	1	0	500	45	56	27
31.5	42.927945	1	0	500	45	56	27
31.6	43.00722	1	0	500	45	56	27
31.7	43.084162	1	0	500	45	56	27
31.8	43.158671	1	0	500	45	56	27
31.9	43.23065	1	0	500	45	56	27
32	43.3	1	0	500	45	56	27
32.1	43.366696	1	0	500	45	56	27
32.2	43.431002	1	0	500	45	56	27
32.3	43.493257	1	0	500	45	56	27
32.4	43.553799	1	0	500	45	56	27
32.5	43.612966	1	0	500	45	56	27
32.6	43.671096	1	0	500	45	56	27
32.7	43.728526	1	0	500	45	56	27
32.8	43.785595	1	0	500	45	56	27
32.9	43.84264	1	0	500	45	56	27
33	43.9	1	0	500	45	56	27
33.1	43.957847	1	0	500	45	56	27
33.2	44.015694	1	0	500	45	56	27
33.3	44.072885	1	0	500	45	56	27
33.4	44.128769	1	0	500	45	56	27
33.5	44.182691	1	0	500	45	56	27
33.6	44.233997	1	0	500	45	56	27
33.7	44.282035	1	0	500	45	56	27
33.8	44.326151	1	0	500	45	56	27
33.9	44.36569	1	0	500	45	56	27
34	44.4	1	0	500	45	56	27
34.1	44.428615	1	0	500	45	56	27
34.2	44.451823	1	0	500	45	56	27
34.3	44.470101	1	0	500	45	56	27
34.4	44.483925	1	0	500	45	56	27
34.5	44.49377	1	0	500	45	56	27
34.6	44.500114	1	0	500	45	56	27
34.7	44.503433	1	0	500	45	56	27
34.8	44.504203	1	0	500	45	56	27
34.9	44.5029	1	0	500	45	56	27
35	44.5	1	0	500	45	56	27
35.1	44.495692	1	0	500	45	56	27
35.2	44.489013	1	0	500	45	56	27
35.3	44.47871	1	0	500	45	56	27
35.4	44.463532	1	0	500	45	56	27
35.5	44.442227	1	0	500	45	56	27
35.6	44.413545	1	0	500	45	56	27
35.7	44.376232	1	0	500	45	56	27
35.8	44.329038	1	0	500	45	56	27
35.9	44.270711	1	0	500	45	56	27
36	44.2	1	0	500	45	56	27
36.1	44.115816	1	0	500	45	56	27
36.2	44.017726	1	0	500	45	56	27
36.3	43.90546	1	0	500	45	56	27
36.4	43.778748	1	0	500	45	56	27
36.5	43.63732	1	0	500	45	56	27
36.6	43.480907	1	0	500	45	56	27
36.7	43.309238	1	0	500	45	56	27
36.8	43.122044	1	0	500	45	56	27
36.9	42.919055	1	0	500	45	56	27
37	42.7	1	0	500	45	56	27
37.1	42.464944	1	0	500	45	56	27
37.2	42.215284	1	0	500	45	56	27
37.3	41.952751	1	0	500	45	56	27
37.4	41.679077	1	0	500	45	56	27
37.5	41.395992	1	0	500	45	56	27
37.6	41.105228	1	0	500	45	56	27
37.7	40.808516	1	0	500	45	56	27
37.8	40.507586	1	0	500	45	56	27
37.9	40.20417	1	0	500	45	56	27
38	39.9	1	0	500	45	56	27
38.1	39.596608	1	0	500	45	56	27
38.2	39.294738	1	0	500	45	56	27
38.3	38.994935	1	0	500	45	56	27
38.4	38.697744	1	0	500	45	56	27
38.5	38.403711	1	0	500	45	56	27
38.6	38.113381	1	0	500	45	56	27
38.7	37.827299	1	0	500	45	56	27
38.8	37.546012	1	0	500	45	56	27
38.9	37.270064	1	0	500	45	56	27
39	37	1	0	500	45	56	27
39.1	36.736223	1	0	500	45	56	27
39.2	36.478564	1	0	500	45	56	27
39.3	36.22671	1	0	500	45	56	27
39.4	35.980347	1	0	500	45	56	27
39.5	35.739165	1	0	500	45	56	27
39.6	35.502849	1	0	500	45	56	27
39.7	35.271087	1	0	500	45	56	27
39.8	35.043566	1	0	500	45	56	27
39.9	34.819975	1	0	500	45	56	27
40	34.6	1	0	500	45	56	27
40.1	34.383098	1	0	500	45	56	27
40.2	34.167805	1	0	500	45	56	27
40.3	33.952426	1	0	500	45	56	27
40.4	33.735266	1	0	500	45	56	27
40.5	33.514631	1	0	500	45	56	27
40.6	33.288825	1	0	500	45	56	27
40.7	33.056154	1	0	500	45	56	27
40.8	32.814922	1	0	500	45	56	27
40.9	32.563436	1	0	500	45	56	27
41	32.3	1	0	500	45	56	27
41.1	32.023284	1	0	500	45	56	27
41.2	31.733415	1	0	500	45	56	27
41.3	31.430885	1	0	500	45	56	27
41.4	31.116187	1	0	500	45	56	27
41.5	30.789812	1	0	500	45	56	27
41.6	30.452251	1	0	500	45	56	27
41.7	30.103998	1	0	500	45	56	27
41.8	29.745544	1	0	500	45	56	27
41.9	29.377381	1	0	500	45	56	27
42	29	1	0	500	45	56	27
42.1	28.614167	1	0	500	45	56	27
42.2	28.221735	1	0	500	45	56	27
42.3	27.824833	1	0	500	45	56	27
42.4	27.425586	1	0	500	45	56	27
42.5	27.026123	1	0	500	45	56	27
42.6	26.628569	1	0	500	45	56	27
42.7	26.235053	1	0	500	45	56	27
42.8	25.847702	1	0	500	45	56	27
42.9	25.468642	1	0	500	45	56	27
43	25.1	1	0	500	45	56	27
43.1	24.743649	1	0	500	45	56	27
43.2	24.400444	1	0	500	45	56	27
43.3	24.070984	1	0	500	45	56	27
43.4	23.755869	1	0	500	45	56	27
43.5	23.455698	1	0	500	45	56	27
43.6	23.171071	1	0	500	45	56	27
43.7	22.902588	1	0	500	45	56	27
43.8	22.650849	1	0	500	45	56	27
43.9	22.416453	1	0	500	45	56	27
44	22.2	1	0	500	45	56	27
44.1	22.001835	1	0	500	45	56	27
44.2	21.821288	1	0	500	45	56	27
44.3	21.657431	1	0	500	45	56	27
44.4	21.509339	1	0	500	45	56	27
44.5	21.376086	1	0	500	45	56	27
44.6	21.256746	1	0	500	45	56	27
44.7	21.150393	1	0	500	45	56	27
44.8	21.056102	1	0	500	45	56	27
44.9	20.972946	1	0	500	45	56	27
45	20.9	1	0	500	45	56	27
45.1	20.836209	1	0	500	45	56	27
45.2	20.780005	1	0	500	45	56	27
45.3	20.729693	1	0	500	45	56	27
45.4	20.683576	1	0	500	45	56	27
45.5	20.639959	1	0	500	45	56	27
45.6	20.597145	1	0	500	45	56	27
45.7	20.553438	1	0	500	45	56	27
45.8	20.507142	1	0	500	45	56	27
45.9	20.456562	1	0	500	45	56	27
46	20.4	1	0	500	45	56	27
46.1	20.336129	1	0	500	45	56	27
46.2	20.265091	1	0	500	45	56	27
46.3	20.187397	1	0	500	45	56	27
46.4	20.103556	1	0	500	45	56	27
46.5	20.014079	1	0	500	45	56	27
46.6	19.919475	1	0	500	45	56	27
46.7	19.820255	1	0	500	45	56	27
46.8	19.716929	1	0	500	45	56	27
46.9	19.610007	1	0	500	45	56	27
47	19.5	1	0	500	45	56	27
47.1	19.387475	1	0	500	45	56	27
47.2	19.273229	1	0	500	45	56	27
47.3	19.158119	1	0	500	45	56	27
47.4	19.043	1	0	500	45	56	27
47.5	18.928727	1	0	500	45	56	27
47.6	18.816156	1	0	500	45	56	27
47.7	18.706142	1	0	500	45	56	27
47.8	18.599541	1	0	500	45	56	27
47.9	18.497209	1	0	500	45	56	27
48	18.4	1	0	500	45	56	27
48.1	18.308673	1	0	500	45	56	27
48.2	18.223593	1	0	500	45	56	27
48.3	18.145028	1	0	500	45	56	27
48.4	18.073246	1	0	500	45	56	27
48.5	18.008515	1	0	500	45	56	27
48.6	17.951102	1	0	500	45	56	27
48.7	17.901277	1	0	500	45	56	27
48.8	17.859306	1	0	500	45	56	27
48.9	17.825458	1	0	500	45	56	27
49	17.8	1	0	500	45	56	27
49.1	17.782935	1	0	500	45	56	27
49.2	17.773201	1	0	500	45	56	27
49.3	17.769471	1	0	500	45	56	27
49.4	17.770418	1	0	500	45	56	27
49.5	17.774715	1	0	500	45	56	27
49.6	17.781035	1	0	500	45	56	27
49.7	17.78805	1	0	500	45	56	27
49.8	17.794434	1	0	500	45	56	27
49.9	17.79886	1	0	500	45	56	27
50	17.8	1	0	500	45	56	27
50.1	17.796589	1	0	500	45	56	27
50.2	17.787605	1	0	500	45	56	27
50.3	17.77209	1	0	500	45	56	27
50.4	17.749084	1	0	500	45	56	27
50.5	17.717627	1	0	500	45	56	27
50.6	17.676759	1	0	500	45	56	27
50.7	17.625523	1	0	500	45	56	27
50.8	17.562957	1	0	500	45	56	27
50.9	17.488102	1	0	500	45	56	27
51	17.4	1	0	500	45	56	27
51.1	17.297811	1	0	500	45	56	27
51.2	17.181179	1	0	500	45	56	27
51.3	17.04987	1	0	500	45	56	27
51.4	16.903648	1	0	500	45	56	27
51.5	16.742279	1	0	500	45	56	27
51.6	16.565528	1	0	500	45	56	27
51.7	16.373159	1	0	500	45	56	27
51.8	16.164938	1	0	500	45	56	27
51.9	15.94063	1	0	500	45	56	27
52	15.7	1	0	500	45	56	27
52.1	15.443568	1	0	500	45	56	27
52.2	15.174879	1	0	500	45	56	27
52.3	14.898231	1	0	500	45	56	27
52.4	14.617924	1	0	500	45	56	27
52.5	14.338257	1	0	500	45	56	27
52.6	14.063529	1	0	500	45	56	27
52.7	13.798041	1	0	500	45	56	27
52.8	13.54609	1	0	500	45	56	27
52.9	13.311977	1	0	500	45	56	27
53	13.1	1	0	500	45	56	27
53.1	12.913416	1	0	500	45	56	27
53.2	12.751305	1	0	500	45	56	27
53.3	12.611706	1	0	500	45	56	27
53.4	12.492656	1	0	500	45	56	27
53.5	12.392193	1	0	500	45	56	27
53.6	12.308355	1	0	500	45	56	27
53.7	12.239178	1	0	500	45	56	27
53.8	12.182702	1	0	500	45	56	27
53.9	12.136963	1	0	500	45	56	27
54	12.1	1	0	500	45	56	27
54.1	12.070068	1	0	500	45	56	27
54.2	12.0463	1	0	500	45	56	27
54.3	12.028044	1	0	500	45	56	27
54.4	12.014651	1	0	500	45	56	27
54.5	12.00547	1	0	500	45	56	27
54.6	11.999852	1	0	500	45	56	27
54.7	11.997146	1	0	500	45	56	27
54.8	11.996702	1	0	500	45	56	27
54.9	11.99787	1	0	500	45	56	27
55	12	1	0	500	45	56	27
55.1	12.00251	1	0	500	45	56	27
55.2	12.005095	1	0	500	45	56	27
55.3	12.007517	1	0	500	45	56	27
55.4	12.00954	1	0	500	45	56	27
55.5	12.010925	1	0	500	45	56	27
55.6	12.011437	1	0	500	45	56	27
55.7	12.010837	1	0	500	45	56	27
55.8	12.008889	1	0	500	45	56	27
55.9	12.005356	1	0	500	45	56	27
56	12	1	0	500	45	56	27
56.1	11.99279	1	0	500	45	56	27
56.2	11.98452	1	0	500	45	56	27
56.3	11.976187	1	0	500	45	56	27
56.4	11.968791	1	0	500	45	56	27
56.5	11.963329	1	0	500	45	56	27
56.6	11.960801	1	0	500	45	56	27
56.7	11.962206	1	0	500	45	56	27
56.8	11.968541	1	0	500	45	56	27
56.9	11.980806	1	0	500	45	56	27
57	12	1	0	500	45	56	27
57.1	12.026628	1	0	500	45	56	27
57.2	12.059225	1	0	500	45	56	27
57.3	12.095834	1	0	500	45	56	27
57.4	12.134498	1	0	500	45	56	27
57.5	12.173259	1	0	500	45	56	27
57.6	12.210158	1	0	500	45	56	27
57.7	12.24324	1	0	500	45	56	27
57.8	12.270546	1	0	500	45	56	27
57.9	12.290118	1	0	500	45	56	27
58	12.3	1	0	500	45	56	27
58.1	12.299398	1	0	500	45	56	27
58.2	12.292179	1	0	500	45	56	27
58.3	12.283375	1	0	500	45	56	27
58.4	12.278017	1	0	500	45	56	27
58.5	12.281137	1	0	500	45	56	27
58.6	12.297765	1	0	500	45	56	27
58.7	12.332934	1	0	500	45	56	27
58.8	12.391675	1	0	500	45	56	27
58.9	12.47902	1	0	500	45	56	27
59	12.6	1	0	500	45	56	27
59.1	12.75758	1	0	500	45	56	27
59.2	12.946458	1	0	500	45	56	27
59.3	13.159265	1	0	500	45	56	27
59.4	13.388634	1	0	500	45	56	27
59.5	13.627195	1	0	500	45	56	27
59.6	13.867581	1	0	500	45	56	27
59.7	14.102423	1	0	500	45	56	27
59.8	14.324353	1	0	500	45	56	27
59.9	14.526001	1	0	500	45	56	27
60	14.7	1	0	500	45	56	27
60.1	14.840983	1	0	500	45	56	27
60.2	14.95159	1	0	500	45	56	27
60.3	15.036465	1	0	500	45	56	27
60.4	15.100248	1	0	500	45	56	27
60.5	15.147582	1	0	500	45	56	27
60.6	15.18311	1	0	500	45	56	27
60.7	15.211473	1	0	500	45	56	27
60.8	15.237314	1	0	500	45	56	27
60.9	15.265276	1	0	500	45	56	27
61	15.3	1	0	500	45	56	27
61.1	15.344988	1	0	500	45	56	27
61.2	15.399181	1	0	500	45	56	27
61.3	15.460376	1	0	500	45	56	27
61.4	15.526375	1	0	500	45	56	27
61.5	15.594977	1	0	500	45	56	27
61.6	15.66398	1	0	500	45	56	27
61.7	15.731184	1	0	500	45	56	27
61.8	15.79439	1	0	500	45	56	27
61.9	15.851395	1	0	500	45	56	27
62	15.9	1	0	500	45	56	27
62.1	15.938764	1	0	500	45	56	27
62.2	15.969287	1	0	500	45	56	27
62.3	15.993929	1	0	500	45	56	27
62.4	16.015051	1	0	500	45	56	27
62.5	16.035011	1	0	500	45	56	27
62.6	16.056171	1	0	500	45	56	27
62.7	16.080889	1	0	500	45	56	27
62.8	16.111527	1	0	500	45	56	27
62.9	16.150444	1	0	500	45	56	27
63	16.2	1	0	500	45	56	27
63.1	16.261855	1	0	500	45	56	27
63.2	16.33487	1	0	500	45	56	27
63.3	16.417206	1	0	500	45	56	27
63.4	16.507022	1	0	500	45	56	27
63.5	16.602479	1	0	500	45	56	27
63.6	16.701738	1	0	500	45	56	27
63.7	16.802959	1	0	500	45	56	27
63.8	16.904302	1	0	500	45	56	27
63.9	17.003929	1	0	500	45	56	27
64	17.1	1	0	500	45	56	27
64.1	17.191014	1	0	500	45	56	27
64.2	17.276831	1	0	500	45	56	27
64.3	17.357648	1	0	500	45	56	27
64.4	17.433662	1	0	500	45	56	27
64.5	17.505073	1	0	500	45	56	27
64.6	17.572079	1	0	500	45	56	27
64.7	17.634876	1	0	500	45	56	27
64.8	17.693663	1	0	500	45	56	27
64.9	17.748639	1	0	500	45	56	27
65	17.8	1	0	500	45	56	27
65.1	17.847887	1	0	500	45	56	27
65.2	17.892206	1	0	500	45	56	27
65.3	17.932804	1	0	500	45	56	27
65.4	17.969529	1	0	500	45	56	27
65.5	18.002227	1	0	500	45	56	27
65.6	18.030748	1	0	500	45	56	27
65.7	18.054938	1	0	500	45	56	27
65.8	18.074645	1	0	500	45	56	27
65.9	18.089717	1	0	500	45	56	27
66	18.1	1	0	500	45	56	27
66.1	18.105837	1	0	500	45	56	27
66.2	18.109545	1	0	500	45	56	27
66.3	18.113937	1	0	500	45	56	27
66.4	18.121823	1	0	500	45	56	27
66.5	18.136017	1	0	500	45	56	27
66.6	18.159329	1	0	500	45	56	27
66.7	18.194571	1	0	500	45	56	27
66.8	18.244556	1	0	500	45	56	27
66.9	18.312095	1	0	500	45	56	27
67	18.4	1	0	500	45	56	27
67.1	18.510365	1	0	500	45	56	27
67.2	18.642413	1	0	500	45	56	27
67.3	18.794649	1	0	500	45	56	27
67.4	18.965578	1	0	500	45	56	27
67.5	19.153705	1	0	500	45	56	27
67.6	19.357536	1	0	500	45	56	27
67.7	19.575576	1	0	500	45	56	27
67.8	19.80633	1	0	500	45	56	27
67.9	20.048303	1	0	500	45	56	27
68	20.3	1	0	500	45	56	27
68.1	20.560104	1	0	500	45	56	27
68.2	20.828004	1	0	500	45	56	27
68.3	21.103269	1	0	500	45	56	27
